175.11306586084092 channels per MeV
6.548263144191014 channels per nsec
Det	Strip	eOffset	eGain	eFactor	tOffset	tGain	tFactor
2	4	123.41086033848853	313.23231923002925	0.559051716921467	1439.7611729380164	6.738967327480053	0.9717012749844641
2	5	124.57338564372817	330.6820943135627	0.5295510971779241	1712.3769558272986	7.582722631032162	0.8635767735183085
2	6	113.09059543833168	319.77599289569815	0.5476116711424233	1456.5312102792363	6.890084996966545	0.9503893126244419
2	7	138.4729737155411	313.3236563246171	0.5588887475493267	1712.8216999478889	7.501518985981927	0.8729249577889144
2	8	143.81862035746363	308.26908750642724	0.568052629854396	1373.094946417543	6.6316111497843755	0.9874317109808117
2	9	114.06404354498703	313.77303460251625	0.5580883203767716	1772.1361102429648	7.53287147629445	0.8692917654042092
2	10	129.56239883574	314.65778496627735	0.5565190954344518	1716.0923204695023	7.586998144915426	0.8630901206400663
2	11	138.53870699082003	315.72978877213905	0.5546295347735444	1490.8112718307011	6.701753823236979	0.977096938638097
2	12	139.9967545443448	303.2211007021943	0.5775094986968817	1688.5633939082857	7.578430545921561	0.8640658648927058
2	13	78.83413114189203	317.02503124458434	0.5523635315904801	1761.2061800989147	7.62392525276711	0.8589096727849367
2	14	158.75736933536524	309.5802988775388	0.5656466722713215	1668.6664363239354	7.410830632308096	0.8836071783429172
2	15	151.70772941692945	330.0167125401403	0.5306187814338091	1725.8365170671184	7.546131522641916	0.8677642477530598
3	0	163.19742966822707	304.62957105035434	0.5748393540950602	1445.1191467926592	6.786056748852155	0.9649585004279012
3	1	153.45214394856515	328.5762023442254	0.5329450660501204	1453.59721444704	6.78491173263393	0.9651213460442399
3	2	145.19615634029955	325.2923934756513	0.5383251172577709	1435.360652289327	6.813128539268515	0.9611242627302702
3	3	163.94154334102564	306.85923036000656	0.5706625336164686	1439.2954990132384	6.752600615245243	0.9697394407433338
3	4	143.10510872782794	310.95771590214923	0.5631410860888388	1452.8252188873291	6.850410319539117	0.955893565311511
3	5	139.63173003575142	318.76903506661677	0.5493415187715631	1482.4254469879295	6.845201113149387	0.9566210014797132
3	6	151.77846306694124	331.3176912199513	0.528535211072049	1377.7899359660487	6.797191937229936	0.9633777013599578
3	7	123.01603424960011	323.3953488420404	0.5414829449089367	1466.2961328759018	6.89499853382214	0.9497120430221588
3	8	136.83765708326186	317.0811428131258	0.5522657837903818	1416.477156375608	6.744758190325343	0.9708669991436935
3	9	112.25100788813876	312.20797529223375	0.5608859469298666	1343.84557908258	6.798388076930283	0.9632082002514618
3	10	138.62120999616283	322.17842270719376	0.5435282238624322	1340.2678995713507	6.667430814247606	0.9821268981446433
3	11	132.65037341877107	298.5271476040409	0.5865900882592647	1410.8935094823676	6.709900955646165	0.9759105518064111
3	12	155.68207022041898	312.81142006273654	0.5598039413833444	1461.6992098948278	6.81360504033474	0.961057047690177
3	13	125.87990198038717	303.84457053422506	0.5763244857492564	1397.1133310393561	6.7660003989369	0.967818911926151
3	14	154.786312635328	329.7573577430334	0.5310361141275867	1409.067405878626	6.834226917167702	0.9581571147047603
3	15	114.66292191657382	318.0088585437682	0.5506546788121619	1482.083154479953	6.8870893992259505	0.9508026924882059
4	0	82.62275440896458	413.94046382151276	0.4230392560422603	1404.4881315680216	6.780797616862145	0.9657069144649184
4	1	98.71855305537828	399.5299036757996	0.43829777007865034	1850.1346987059792	7.765838586729977	0.8432139132250935
4	2	157.96202253078692	355.0263826968971	0.4932395855503034	1734.7282675894126	7.574839711885315	0.8644754731795118
4	3	170.19936628488483	400.6068763653021	0.43711947096275067	1742.1940751778236	7.7058343781222804	0.8497798970066448
4	4	156.6009601922161	398.7981724005787	0.43910197683891594	1868.0890184887508	7.712973158332622	0.8489933790469208
4	5	133.64424152485873	388.40731048018074	0.45084904721374036	1336.3054649372405	6.816237025206998	0.960685950323471
4	6	163.09641934736268	392.5957310992025	0.4460391491536435	1329.5871539317168	6.703788586584744	0.9768003658849029
4	7	142.72678609434118	403.7148220145126	0.43375436400139405	1359.7119927038318	6.825685029083977	0.9593561842202095
4	8	178.6584708751853	384.43329148000987	0.45550962869704176	1396.378187069055	6.740072854906188	0.9715418935604601
4	9	163.1701364105513	400.81418687469284	0.43689338250790705	1431.4300876931402	6.691430353872347	0.978604393663235
4	10	192.45649882191134	383.94898339368734	0.456084202419378	1304.3118046482339	6.602641613095162	0.9917641344039788
4	11	152.58931532310348	383.89473950595817	0.4561486465956721	1350.4026673312108	6.845968466137203	0.9565137754550355
4	12	168.70207406753713	376.5738478404269	0.46501653491095607	1400.5008014591529	6.731160006106514	0.9728283294781915
4	13	160.86550270086573	385.72582942424435	0.4539832505441089	1419.9739224797047	6.781462752773924	0.9656121965003021
4	14	123.00222250887411	381.885029130064	0.4585491771168651	1361.7404456435193	6.738420294953878	0.9717801587850992
4	15	141.85413363610252	408.10764931387723	0.4290854781948984	1381.5360472232344	6.770875743371853	0.9671220374412042
